date,city,temperature_c,humidity_percent,electricity_units_kwh,household_size,income_level,power_outage_hours,year,month,day,day_of_week,is_weekend,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30
2023-04-03,0,28.5,46,14.57,3,1,1.48,2023,4,3,0,0,21.38,20.81,22.31,23.027142857142856,21.236666666666668
2023-04-04,2,25.3,64,34.58,5,1,1.73,2023,4,4,1,0,14.57,34.41,18.99,23.051428571428573,21.756333333333334
2023-04-05,0,37.3,66,31.57,2,2,0.2,2023,4,5,2,0,34.58,11.01,13.77,25.98857142857143,22.349666666666668
2023-04-06,1,25.8,48,26.07,5,0,2.32,2023,4,6,3,0,31.57,15.69,23.94,27.47142857142857,22.420666666666666
2023-04-07,2,42.8,73,17.13,3,0,0.03,2023,4,7,4,0,26.07,30.98,21.63,25.49285714285714,22.270666666666667
2023-04-08,4,34.7,58,21.71,3,0,0.99,2023,4,8,5,1,17.13,33.15,25.0,23.85857142857143,22.161
2023-04-09,2,26.6,88,21.04,6,2,0.6,2023,4,9,6,1,21.71,21.38,18.8,23.81,22.235666666666667
2023-04-10,2,45.1,36,23.99,4,2,2.02,2023,4,10,0,0,21.04,14.57,29.32,25.155714285714286,22.058
2023-04-11,2,25.8,57,30.71,4,2,0.56,2023,4,11,1,0,23.99,34.58,16.74,24.60285714285714,22.523666666666667
2023-04-12,2,35.2,38,27.28,3,2,2.63,2023,4,12,2,0,30.71,31.57,32.27,23.990000000000002,22.357333333333333
2023-04-13,0,32.1,57,15.54,6,1,1.36,2023,4,13,3,0,27.28,26.07,11.51,22.485714285714288,22.491666666666667
2023-04-14,1,39.1,35,30.26,6,2,2.37,2023,4,14,4,0,15.54,17.13,24.61,24.361428571428572,22.68
2023-04-15,3,40.9,58,23.88,7,0,6.81,2023,4,15,5,1,30.26,21.71,24.85,24.67142857142857,22.647666666666666
2023-04-16,2,30.2,87,26.12,8,1,1.71,2023,4,16,6,1,23.88,21.04,17.23,25.397142857142857,22.944
2023-04-17,4,24.7,46,30.8,2,0,6.29,2023,4,17,0,0,26.12,23.99,24.55,26.37,23.152333333333335
2023-04-18,2,33.2,45,15.33,8,2,0.04,2023,4,18,1,0,30.8,30.71,29.68,24.17285714285714,22.673999999999996
2023-04-19,4,25.3,52,21.79,4,1,0.62,2023,4,19,2,0,15.33,27.28,8.7,23.38857142857143,23.110333333333337
2023-04-20,0,44.1,60,18.81,3,2,0.17,2023,4,20,3,0,21.79,15.54,25.02,23.85571428571428,22.903333333333332
2023-04-21,4,31.0,32,12.59,7,1,0.46,2023,4,21,4,0,18.81,30.26,7.04,21.33142857142857,23.08833333333333
2023-04-22,3,27.4,50,24.08,5,0,2.74,2023,4,22,5,1,12.59,23.88,16.21,21.360000000000003,23.350666666666665
2023-04-23,1,31.3,55,37.07,4,2,0.05,2023,4,23,6,1,24.08,26.12,31.77,22.924285714285713,23.527333333333335
2023-04-24,4,20.6,65,10.96,2,2,1.1,2023,4,24,0,0,37.07,30.8,18.51,20.09,23.275666666666666
2023-04-25,4,23.2,71,21.81,6,1,1.26,2023,4,25,1,0,10.96,15.33,14.96,21.015714285714285,23.504
2023-04-26,1,38.4,66,25.84,3,1,1.24,2023,4,26,2,0,21.81,21.79,20.81,21.594285714285714,23.671666666666667
2023-04-27,3,25.4,82,22.74,4,2,0.97,2023,4,27,3,0,25.84,18.81,34.41,22.155714285714286,23.282666666666668
2023-04-28,2,22.7,51,21.32,5,1,2.35,2023,4,28,4,0,22.74,12.59,11.01,23.40285714285714,23.62633333333333
2023-04-29,4,33.8,71,14.2,2,2,0.22,2023,4,29,5,1,21.32,24.08,15.69,21.99142857142857,23.576666666666664
2023-04-30,1,38.3,41,23.4,2,1,0.56,2023,4,30,6,1,14.2,37.07,30.98,20.038571428571426,23.324
2023-05-01,0,35.0,71,17.46,7,0,1.43,2023,5,1,0,0,23.4,10.96,33.15,20.967142857142854,22.801
2023-05-02,1,37.0,42,8.86,4,1,1.76,2023,5,2,1,0,17.46,21.81,21.38,19.117142857142856,22.383666666666667
2023-05-03,0,24.7,40,29.17,5,0,0.78,2023,5,3,2,0,8.86,25.84,14.57,19.592857142857145,22.870333333333335
2023-05-04,3,20.0,83,27.75,2,1,3.12,2023,5,4,3,0,29.17,22.74,34.58,20.30857142857143,22.642666666666667
2023-05-05,2,40.5,45,22.31,3,1,0.81,2023,5,5,4,0,27.75,21.32,31.57,20.45,22.334000000000003
2023-05-06,1,27.7,37,23.37,2,2,0.77,2023,5,6,5,1,22.31,14.2,26.07,21.759999999999998,22.243999999999996
2023-05-07,4,28.2,69,28.45,5,1,0.06,2023,5,7,6,1,23.37,23.4,17.13,22.481428571428573,22.621333333333332
2023-05-08,3,39.3,88,23.35,6,1,1.2,2023,5,8,0,0,28.45,17.46,21.71,23.322857142857142,22.676
2023-05-09,1,33.9,86,27.42,6,0,1.85,2023,5,9,1,0,23.35,8.86,21.04,25.974285714285717,22.888666666666666
2023-05-10,4,33.2,69,20.22,7,1,0.18,2023,5,10,2,0,27.42,29.17,23.99,24.695714285714285,22.762999999999998
2023-05-11,1,45.2,74,29.87,4,2,0.55,2023,5,11,3,0,20.22,27.75,30.71,24.99857142857143,22.735
2023-05-12,0,25.5,88,23.92,5,0,2.28,2023,5,12,4,0,29.87,22.31,27.28,25.228571428571428,22.622999999999998
2023-05-13,1,36.5,31,23.16,7,2,0.68,2023,5,13,5,1,23.92,23.37,15.54,25.19857142857143,22.877000000000002
2023-05-14,1,30.4,59,14.38,8,2,0.41,2023,5,14,6,1,23.16,28.45,30.26,23.18857142857143,22.34766666666667
2023-05-15,1,31.9,59,23.72,2,2,1.67,2023,5,15,0,0,14.38,23.35,23.88,23.24142857142857,22.342333333333332
2023-05-16,3,40.7,41,17.01,8,2,0.33,2023,5,16,1,0,23.72,27.42,26.12,21.754285714285714,22.038666666666668
2023-05-17,1,33.6,39,18.17,2,0,3.39,2023,5,17,2,0,17.01,20.22,30.8,21.46142857142857,21.617666666666665
2023-05-18,4,33.8,73,17.11,6,1,0.17,2023,5,18,3,0,18.17,29.87,15.33,19.638571428571428,21.677000000000003
2023-05-19,0,37.5,40,15.6,7,2,1.84,2023,5,19,4,0,17.11,23.92,21.79,18.45,21.470666666666666
2023-05-20,0,27.4,44,34.75,6,0,1.04,2023,5,20,5,1,15.6,23.16,18.81,20.10571428571429,22.002000000000002
2023-05-21,1,24.1,45,29.99,3,2,3.06,2023,5,21,6,1,34.75,14.38,12.59,22.335714285714285,22.581999999999997
2023-05-22,3,22.7,46,33.52,8,1,0.2,2023,5,22,0,0,29.99,23.72,24.08,23.735714285714284,22.89666666666667
2023-05-23,3,16.2,55,14.66,8,0,1.7,2023,5,23,1,0,33.52,17.01,37.07,23.400000000000002,22.14966666666667
2023-05-24,4,44.4,31,22.43,6,0,1.27,2023,5,24,2,0,14.66,18.17,10.96,24.008571428571425,22.531999999999996
2023-05-25,1,22.3,79,14.24,3,1,0.98,2023,5,25,3,0,22.43,17.11,21.81,23.59857142857143,22.279666666666667
2023-05-26,0,28.5,41,17.83,2,0,1.01,2023,5,26,4,0,14.24,15.6,25.84,23.91714285714286,22.012666666666668
2023-05-27,3,28.1,80,16.49,7,1,1.92,2023,5,27,5,1,17.83,34.75,22.74,21.30857142857143,21.804333333333332
2023-05-28,1,32.2,55,29.44,3,0,4.16,2023,5,28,6,1,16.49,29.99,21.32,21.229999999999997,22.075
2023-05-29,3,35.7,52,19.62,7,0,0.14,2023,5,29,0,0,29.44,33.52,14.2,19.244285714285716,22.255666666666666
2023-05-30,3,36.0,47,28.41,8,1,0.03,2023,5,30,1,0,19.62,14.66,23.4,21.208571428571428,22.422666666666668
2023-05-31,0,25.9,61,25.62,7,1,2.46,2023,5,31,2,0,28.41,22.43,17.46,21.664285714285715,22.694666666666667
2023-06-01,2,28.8,78,35.82,8,0,0.17,2023,6,1,3,0,25.62,14.24,8.86,24.747142857142855,23.59333333333333
2023-06-02,4,32.0,67,13.12,3,0,6.48,2023,6,2,4,0,35.82,17.83,29.17,24.074285714285715,23.058333333333334
2023-06-03,4,28.3,86,29.56,8,1,1.45,2023,6,3,5,1,13.12,16.49,27.75,25.94142857142857,23.11866666666667
2023-06-04,0,41.3,76,28.88,4,1,1.58,2023,6,4,6,1,29.56,29.44,22.31,25.861428571428572,23.337666666666667
2023-06-05,3,33.4,32,16.16,8,0,0.33,2023,6,5,0,0,28.88,19.62,23.37,25.367142857142856,23.09733333333333
2023-06-06,1,35.1,67,28.04,6,0,0.41,2023,6,6,1,0,16.16,28.41,28.45,25.314285714285713,23.083666666666666
2023-06-07,3,34.6,32,24.02,3,0,1.62,2023,6,7,2,0,28.04,25.62,23.35,25.085714285714285,23.105999999999998
2023-06-08,0,38.2,59,20.64,2,1,3.61,2023,6,8,3,0,24.02,35.82,27.42,22.917142857142856,22.88
2023-06-09,4,31.3,30,17.06,7,0,6.06,2023,6,9,4,0,20.64,13.12,20.22,23.479999999999997,22.77466666666667
2023-06-10,3,20.9,59,17.69,5,2,0.33,2023,6,10,5,1,17.06,29.56,29.87,21.784285714285712,22.368666666666666
2023-06-11,4,32.8,74,34.3,3,1,0.22,2023,6,11,6,1,17.69,28.88,23.92,22.55857142857143,22.71466666666667
2023-06-12,1,25.4,61,22.0,6,0,0.09,2023,6,12,0,0,34.3,16.16,23.16,23.392857142857142,22.676
2023-06-13,4,26.3,57,26.69,8,1,3.04,2023,6,13,1,0,22.0,28.04,14.38,23.2,23.086333333333332
2023-06-14,4,34.1,50,17.25,7,2,0.52,2023,6,14,2,0,26.69,24.02,23.72,22.232857142857142,22.87066666666667
2023-06-15,2,38.7,87,17.32,4,1,0.0,2023,6,15,3,0,17.25,20.64,17.01,21.75857142857143,22.880999999999997
2023-06-16,2,30.1,75,28.49,2,0,0.38,2023,6,16,4,0,17.32,17.06,18.17,23.391428571428573,23.225
2023-06-17,2,32.2,42,13.9,4,2,0.62,2023,6,17,5,1,28.49,17.69,17.11,22.85,23.118
2023-06-18,4,41.9,56,19.51,5,2,7.06,2023,6,18,6,1,13.9,34.3,15.6,20.737142857142857,23.24833333333333
2023-06-19,0,31.7,65,22.2,3,0,1.11,2023,6,19,0,0,19.51,22.0,34.75,20.76571428571429,22.83
2023-06-20,4,48.2,36,22.67,7,0,0.34,2023,6,20,1,0,22.2,26.69,29.99,20.19142857142857,22.586000000000002
2023-06-21,0,34.0,51,20.93,3,0,0.61,2023,6,21,2,0,22.67,17.25,33.52,20.717142857142857,22.166333333333334
2023-06-22,0,17.7,39,24.37,6,1,0.6,2023,6,22,3,0,20.93,17.32,14.66,21.724285714285713,22.490000000000002
2023-06-23,2,35.3,68,26.16,3,1,0.03,2023,6,23,4,0,24.37,28.49,22.43,21.391428571428573,22.614333333333335
2023-06-24,3,32.7,82,26.41,2,1,0.22,2023,6,24,5,1,26.16,13.9,14.24,23.178571428571427,23.02
2023-06-25,1,39.0,44,16.09,5,0,1.78,2023,6,25,6,1,26.41,19.51,17.83,22.69,22.962
2023-06-26,2,34.7,44,20.3,4,0,0.19,2023,6,26,0,0,16.09,22.2,16.49,22.41857142857143,23.089
2023-06-27,2,29.0,33,29.17,5,1,0.39,2023,6,27,1,0,20.3,22.67,29.44,23.34714285714286,23.080000000000002
2023-06-28,3,21.4,61,27.37,7,2,0.65,2023,6,28,2,0,29.17,20.93,19.62,24.267142857142858,23.338333333333335
2023-06-29,1,28.5,52,13.76,3,1,2.13,2023,6,29,3,0,27.37,24.37,28.41,22.75142857142857,22.85
2023-06-30,4,24.0,84,24.11,7,2,1.31,2023,6,30,4,0,13.76,26.16,25.62,22.458571428571428,22.799666666666667
2023-07-01,4,25.9,35,10.13,4,0,1.75,2023,7,1,5,1,24.11,26.41,35.82,20.132857142857144,21.943333333333335
2023-07-02,2,34.1,53,22.28,7,0,1.26,2023,7,2,6,1,10.13,16.09,13.12,21.017142857142858,22.24866666666667
2023-07-03,1,41.7,49,33.39,6,1,1.73,2023,7,3,0,0,22.28,20.3,29.56,22.88714285714286,22.37633333333333
2023-07-04,2,32.8,87,16.31,5,1,0.0,2023,7,4,1,0,33.39,29.17,28.88,21.050000000000004,21.95733333333333
2023-07-05,0,21.6,66,16.99,4,0,4.01,2023,7,5,2,0,16.31,27.37,16.16,19.56714285714286,21.985
2023-07-06,2,33.1,49,26.58,4,1,0.18,2023,7,6,3,0,16.99,13.76,28.04,21.398571428571433,21.936333333333334
2023-07-07,2,38.4,41,12.74,8,0,0.78,2023,7,7,4,0,26.58,24.11,24.02,19.774285714285714,21.560333333333336
2023-07-08,4,25.7,62,18.2,4,0,2.21,2023,7,8,5,1,12.74,10.13,20.64,20.927142857142858,21.479000000000003
2023-07-09,4,29.1,57,25.58,8,2,0.86,2023,7,9,6,1,18.2,22.28,17.06,21.398571428571426,21.762999999999998
2023-07-10,4,30.1,37,18.19,2,1,4.4,2023,7,10,0,0,25.58,33.39,17.69,19.22714285714286,21.77966666666667
2023-07-11,0,24.5,30,20.58,8,0,0.95,2023,7,11,1,0,18.19,16.31,34.3,19.837142857142855,21.322333333333333
2023-07-12,4,34.5,66,26.47,5,1,3.12,2023,7,12,2,0,20.58,16.99,22.0,21.19142857142857,21.471333333333334
2023-07-13,1,29.2,51,24.53,7,2,2.5,2023,7,13,3,0,26.47,26.58,26.69,20.898571428571426,21.399333333333335
2023-07-14,3,32.9,35,23.6,8,2,5.94,2023,7,14,4,0,24.53,12.74,17.25,22.449999999999996,21.611
2023-07-15,1,23.8,50,19.97,4,1,3.92,2023,7,15,5,1,23.6,18.2,17.32,22.70285714285714,21.699333333333335
2023-07-16,1,26.9,61,24.22,5,1,3.43,2023,7,16,6,1,19.97,25.58,28.49,22.508571428571425,21.557000000000002
2023-07-17,4,35.1,64,21.26,8,0,1.97,2023,7,17,0,0,24.22,18.19,13.9,22.947142857142858,21.802333333333333
2023-07-18,3,27.4,44,24.75,8,2,0.69,2023,7,18,1,0,21.26,20.58,19.51,23.542857142857144,21.977
2023-07-19,3,42.1,34,19.02,4,2,0.17,2023,7,19,2,0,24.75,26.47,22.2,22.478571428571428,21.871
2023-07-20,3,27.2,89,20.9,6,2,1.75,2023,7,20,3,0,19.02,24.53,22.67,21.96,21.812
2023-07-21,0,31.6,85,16.06,6,1,5.77,2023,7,21,4,0,20.9,23.6,20.93,20.882857142857144,21.64966666666667
2023-07-22,4,36.5,75,21.79,8,0,1.95,2023,7,22,5,1,16.06,19.97,24.37,21.142857142857142,21.563666666666666
2023-07-23,3,20.1,79,17.13,6,1,3.96,2023,7,23,6,1,21.79,24.22,26.16,20.13,21.262666666666668
2023-07-24,0,17.7,77,15.32,3,1,2.45,2023,7,24,0,0,17.13,21.26,26.41,19.28142857142857,20.892999999999997
2023-07-25,2,19.3,35,23.55,4,1,0.27,2023,7,25,1,0,15.32,24.75,16.09,19.110000000000003,21.141666666666666
2023-07-26,2,38.8,54,23.28,3,0,0.43,2023,7,26,2,0,23.55,19.02,20.3,19.71857142857143,21.241
2023-07-27,0,26.1,85,26.7,5,1,0.63,2023,7,27,3,0,23.28,20.9,29.17,20.54714285714286,21.158666666666665
2023-07-28,0,47.9,75,19.41,3,2,0.28,2023,7,28,4,0,26.7,16.06,27.37,21.025714285714287,20.89333333333333
2023-07-29,4,26.1,88,24.45,5,2,1.31,2023,7,29,5,1,19.41,21.79,13.76,21.405714285714286,21.249666666666666
2023-07-30,4,31.3,85,25.3,8,2,5.56,2023,7,30,6,1,24.45,17.13,24.11,22.572857142857146,21.28933333333333
2023-07-31,2,40.8,69,24.67,5,0,2.15,2023,7,31,0,0,25.3,15.32,10.13,23.908571428571427,21.773999999999997
2023-08-01,3,44.0,58,17.05,5,1,0.83,2023,8,1,1,0,24.67,23.55,22.28,22.98,21.599666666666668
2023-08-02,2,44.4,36,22.9,7,0,0.01,2023,8,2,2,0,17.05,23.28,33.39,22.92571428571429,21.25
2023-08-03,3,38.5,69,24.18,3,1,0.56,2023,8,3,3,0,22.9,26.7,16.31,22.565714285714282,21.512333333333334
2023-08-04,3,37.2,42,22.04,7,2,1.12,2023,8,4,4,0,24.18,19.41,16.99,22.94142857142857,21.68066666666667
2023-08-05,4,34.1,67,9.48,8,1,0.59,2023,8,5,5,1,22.04,24.45,26.58,20.802857142857142,21.110666666666663
2023-08-06,1,35.4,47,22.96,4,1,0.18,2023,8,6,6,1,9.48,25.3,12.74,20.46857142857143,21.45133333333333
2023-08-07,1,26.1,31,35.28,3,1,0.88,2023,8,7,0,0,22.96,24.67,18.2,21.984285714285715,22.020666666666664
2023-08-08,0,24.3,37,19.84,4,0,0.44,2023,8,8,1,0,35.28,17.05,25.58,22.382857142857144,21.829333333333334
2023-08-09,4,30.0,40,17.63,4,1,3.6,2023,8,9,2,0,19.84,22.9,18.19,21.63,21.810666666666666
2023-08-10,3,28.8,62,24.24,5,1,0.16,2023,8,10,3,0,17.63,24.18,20.58,21.638571428571428,21.932666666666666
2023-08-11,1,26.8,83,23.87,3,1,0.08,2023,8,11,4,0,24.24,22.04,26.47,21.900000000000002,21.846
2023-08-12,3,34.9,67,29.16,4,0,0.01,2023,8,12,5,1,23.87,9.48,24.53,24.71142857142857,22.000333333333334
2023-08-13,1,36.7,77,14.45,6,0,0.6,2023,8,13,6,1,29.16,22.96,23.6,23.495714285714286,21.695333333333334
2023-08-14,1,30.6,56,26.39,4,0,1.62,2023,8,14,0,0,14.45,35.28,19.97,22.225714285714286,21.909333333333333
2023-08-15,1,40.3,49,25.54,6,1,1.97,2023,8,15,1,0,26.39,19.84,24.22,23.04,21.95333333333333
2023-08-16,4,22.0,41,21.15,3,2,0.91,2023,8,16,2,0,25.54,17.63,21.26,23.542857142857144,21.949666666666666
2023-08-17,2,28.6,72,24.03,8,2,1.73,2023,8,17,3,0,21.15,24.24,24.75,23.512857142857143,21.925666666666665
2023-08-18,3,25.0,60,28.18,7,2,0.67,2023,8,18,4,0,24.03,23.87,19.02,24.128571428571426,22.230999999999998
2023-08-19,4,16.9,56,27.23,3,1,1.65,2023,8,19,5,1,28.18,29.16,20.9,23.852857142857143,22.442
2023-08-20,4,29.4,61,15.14,7,2,0.06,2023,8,20,6,1,27.23,14.45,16.06,23.951428571428572,22.411333333333335
2023-08-21,4,29.1,39,26.92,7,2,0.74,2023,8,21,0,0,15.14,26.39,21.79,24.027142857142856,22.582333333333334
2023-08-22,4,40.6,32,21.61,3,2,2.35,2023,8,22,1,0,26.92,25.54,17.13,23.465714285714284,22.731666666666666
2023-08-23,4,34.4,74,22.44,4,1,2.44,2023,8,23,2,0,21.61,21.15,15.32,23.650000000000002,22.969
2023-08-24,0,22.8,56,22.44,2,2,1.89,2023,8,24,3,0,22.44,24.03,23.55,23.422857142857143,22.932000000000002
2023-08-25,3,43.0,64,21.1,4,2,0.34,2023,8,25,4,0,22.44,28.18,23.28,22.411428571428576,22.859333333333332
2023-08-26,4,38.5,60,29.15,4,1,0.43,2023,8,26,5,1,21.1,27.23,26.7,22.685714285714287,22.941
2023-08-27,3,34.1,44,21.5,8,0,8.32,2023,8,27,6,1,29.15,15.14,19.41,23.594285714285718,23.01066666666667
2023-08-28,0,28.4,45,15.28,5,2,0.16,2023,8,28,0,0,21.5,26.92,24.45,21.931428571428572,22.705
2023-08-29,0,23.3,42,19.64,5,0,0.3,2023,8,29,1,0,15.28,21.61,25.3,21.650000000000002,22.516333333333332
2023-08-30,3,27.4,78,23.07,4,2,0.21,2023,8,30,2,0,19.64,22.44,24.67,21.740000000000002,22.463
2023-08-31,1,37.6,64,29.38,6,1,0.6,2023,8,31,3,0,23.07,22.44,17.05,22.73142857142857,22.874
2023-09-01,2,43.2,81,25.62,8,0,0.35,2023,9,1,4,0,29.38,21.1,22.9,23.377142857142854,22.964666666666666
2023-09-02,1,40.8,40,16.9,7,0,1.03,2023,9,2,5,1,25.62,29.15,24.18,21.627142857142854,22.722
2023-09-03,1,26.6,88,36.91,5,0,0.97,2023,9,3,6,1,16.9,21.5,22.04,23.828571428571426,23.217666666666666
2023-09-04,1,22.2,50,23.59,4,0,3.48,2023,9,4,0,0,36.91,15.28,9.48,25.015714285714285,23.688
2023-09-05,4,31.0,80,29.65,8,2,0.05,2023,9,5,1,0,23.59,19.64,22.96,26.445714285714285,23.911
2023-09-06,0,17.6,83,21.09,2,2,0.58,2023,9,6,2,0,29.65,23.07,35.28,26.162857142857142,23.438000000000002
2023-09-07,1,32.3,40,25.2,6,0,1.36,2023,9,7,3,0,21.09,29.38,19.84,25.565714285714286,23.616666666666667
2023-09-08,0,29.0,59,27.04,3,2,1.39,2023,9,8,4,0,25.2,25.62,17.63,25.768571428571427,23.930333333333333
2023-09-09,3,26.7,89,29.31,4,0,0.98,2023,9,9,5,1,27.04,16.9,24.24,27.541428571428572,24.099333333333334
2023-09-10,2,18.8,77,28.34,8,0,2.54,2023,9,10,6,1,29.31,36.91,23.87,26.31714285714286,24.248333333333335
2023-09-11,3,33.6,82,27.23,4,1,0.1,2023,9,11,0,0,28.34,23.59,29.16,26.837142857142855,24.184
2023-09-12,3,26.3,64,20.11,7,0,2.54,2023,9,12,1,0,27.23,29.65,14.45,25.474285714285713,24.372666666666664
2023-09-13,4,21.8,51,18.57,6,2,1.02,2023,9,13,2,0,20.11,21.09,26.39,25.114285714285717,24.112000000000002
2023-09-14,2,9.9,67,24.0,5,0,0.22,2023,9,14,3,0,18.57,25.2,25.54,24.942857142857143,24.06066666666667
2023-09-15,3,29.8,60,27.6,5,1,3.25,2023,9,15,4,0,24.0,27.04,21.15,25.02285714285714,24.275666666666666
2023-09-16,3,42.4,43,20.66,5,2,1.57,2023,9,16,5,1,27.6,29.31,24.03,23.787142857142857,24.163333333333334
2023-09-17,2,41.6,53,28.39,3,1,0.27,2023,9,17,6,1,20.66,28.34,28.18,23.794285714285714,24.170333333333335
2023-09-18,2,26.8,79,30.72,8,1,0.05,2023,9,18,0,0,28.39,27.23,27.23,24.292857142857144,24.28666666666667
2023-09-19,3,25.8,78,16.5,6,0,0.23,2023,9,19,1,0,30.72,20.11,15.14,23.777142857142856,24.332
2023-09-20,2,33.3,61,16.98,6,1,1.41,2023,9,20,2,0,16.5,18.57,26.92,23.55,24.000666666666667
2023-09-21,3,23.0,65,21.16,5,1,0.3,2023,9,21,3,0,16.98,24.0,21.61,23.14428571428571,23.985666666666667
2023-09-22,3,32.1,61,23.85,5,2,0.38,2023,9,22,4,0,21.16,27.6,22.44,22.60857142857143,24.032666666666668
2023-09-23,4,35.4,84,18.85,7,1,0.04,2023,9,23,5,1,23.85,20.66,22.44,22.35,23.913
2023-09-24,1,38.6,44,30.11,2,0,1.93,2023,9,24,6,1,18.85,28.39,21.1,22.595714285714283,24.21333333333333
2023-09-25,3,29.3,72,24.54,2,0,2.49,2023,9,25,0,0,30.11,30.72,29.15,21.712857142857143,24.059666666666665
2023-09-26,0,28.6,87,22.24,4,0,2.39,2023,9,26,1,0,24.54,16.5,21.5,22.532857142857143,24.084333333333333
2023-09-27,1,23.9,64,13.38,4,1,0.2,2023,9,27,2,0,22.24,16.98,15.28,22.018571428571427,24.021
2023-09-28,1,24.2,32,14.11,6,2,3.5,2023,9,28,3,0,13.38,21.16,19.64,21.011428571428574,23.836666666666666
2023-09-29,1,28.4,45,23.69,6,0,1.67,2023,9,29,4,0,14.11,23.85,23.07,20.98857142857143,23.857333333333333
2023-09-30,4,32.6,34,9.2,3,1,3.42,2023,9,30,5,1,23.69,18.85,29.38,19.610000000000003,23.18466666666667
2023-10-01,3,36.4,50,28.08,3,0,0.89,2023,10,1,6,1,9.2,30.11,25.62,19.319999999999997,23.266666666666666
2023-10-02,4,24.4,39,21.05,2,0,0.86,2023,10,2,0,0,28.08,24.54,16.9,18.821428571428573,23.404999999999998
2023-10-03,3,40.4,48,41.46,4,2,2.3,2023,10,3,1,0,21.05,22.24,36.91,21.56714285714286,23.556666666666665
2023-10-04,4,28.1,54,35.85,2,0,0.15,2023,10,4,2,0,41.46,13.38,23.59,24.777142857142856,23.96533333333333
2023-10-05,4,29.9,33,20.91,2,2,1.1,2023,10,5,3,0,35.85,14.11,29.65,25.74857142857143,23.674
2023-10-06,0,24.8,58,21.36,4,1,2.72,2023,10,6,4,0,20.91,23.69,21.09,25.41571428571429,23.683
2023-10-07,4,13.0,48,27.97,8,0,2.66,2023,10,7,5,1,21.36,9.2,25.2,28.09714285714286,23.775333333333332
2023-10-08,2,36.2,72,32.22,3,1,4.69,2023,10,8,6,1,27.97,28.08,27.04,28.68857142857143,23.948
2023-10-09,0,35.2,31,12.17,7,1,1.8,2023,10,9,0,0,32.22,21.05,29.31,27.419999999999998,23.376666666666665
2023-10-10,4,28.0,39,11.28,7,1,0.35,2023,10,10,1,0,12.17,41.46,28.34,23.108571428571427,22.807999999999996
2023-10-11,1,30.5,72,18.27,7,0,0.03,2023,10,11,2,0,11.28,35.85,27.23,20.59714285714286,22.509333333333338
2023-10-12,2,33.6,54,25.5,4,2,0.98,2023,10,12,3,0,18.27,20.91,20.11,21.252857142857142,22.689000000000004
2023-10-13,2,19.1,49,24.98,5,0,1.08,2023,10,13,4,0,25.5,21.36,18.57,21.77,22.902666666666665
2023-10-14,2,26.3,77,28.42,5,1,0.41,2023,10,14,5,1,24.98,27.97,24.0,21.834285714285716,23.05
2023-10-15,0,35.6,48,14.8,5,2,0.2,2023,10,15,6,1,28.42,32.22,27.6,19.345714285714287,22.62333333333333
2023-10-16,4,21.2,52,8.1,6,1,1.32,2023,10,16,0,0,14.8,12.17,20.66,18.764285714285712,22.204666666666665
2023-10-17,4,32.1,53,27.15,3,2,2.17,2023,10,17,1,0,8.1,11.28,28.39,21.03142857142857,22.163333333333334
2023-10-18,1,20.5,40,17.03,3,0,7.48,2023,10,18,2,0,27.15,18.27,30.72,20.854285714285712,21.707
2023-10-19,1,33.3,75,9.89,8,2,2.13,2023,10,19,3,0,17.03,25.5,16.5,18.624285714285715,21.486666666666668
2023-10-20,2,29.8,63,22.87,8,0,2.37,2023,10,20,4,0,9.89,24.98,16.98,18.322857142857142,21.683
2023-10-21,1,18.7,84,26.76,6,1,1.44,2023,10,21,5,1,22.87,28.42,21.16,18.085714285714285,21.869666666666667
2023-10-22,0,38.2,57,21.27,2,2,6.39,2023,10,22,6,1,26.76,14.8,23.85,19.009999999999998,21.783666666666665
2023-10-23,4,24.9,34,19.25,8,1,1.53,2023,10,23,0,0,21.27,8.1,18.85,20.602857142857143,21.797
2023-10-24,2,24.3,88,21.04,7,2,2.95,2023,10,24,1,0,19.25,27.15,30.11,19.73,21.494666666666667
2023-10-25,1,31.4,34,19.78,5,0,4.37,2023,10,25,2,0,21.04,17.03,24.54,20.122857142857146,21.336
2023-10-26,0,38.0,80,13.91,7,2,3.99,2023,10,26,3,0,19.78,9.89,22.24,20.69714285714286,21.058333333333334
2023-10-27,0,22.9,50,17.71,5,2,0.72,2023,10,27,4,0,13.91,22.87,13.38,19.96,21.202666666666666
2023-10-28,1,30.4,41,25.13,7,0,0.12,2023,10,28,5,1,17.71,26.76,14.11,19.72714285714286,21.569999999999997
2023-10-29,4,33.0,79,23.93,2,0,0.28,2023,10,29,6,1,25.13,21.27,23.69,20.107142857142858,21.578
2023-10-30,1,34.9,33,23.01,7,0,0.09,2023,10,30,0,0,23.93,19.25,9.2,20.64428571428571,22.038333333333334
2023-10-31,2,31.2,83,16.03,7,2,0.17,2023,10,31,1,0,23.01,21.04,28.08,19.928571428571427,21.636666666666667
2023-11-01,1,27.4,78,20.91,4,1,0.31,2023,11,1,2,0,16.03,19.78,21.05,20.09,21.631999999999998
2023-11-02,0,24.2,71,8.94,7,2,0.63,2023,11,2,3,0,20.91,13.91,41.46,19.38,20.548000000000002
