date,city,temperature_c,humidity_percent,electricity_units_kwh,household_size,income_level,power_outage_hours
2024-10-28,2,29.6,66,30.14,4,0,3.2
2024-10-29,1,17.6,78,20.8,8,0,0.75
2024-10-30,0,38.8,57,23.39,5,1,1.74
2024-10-31,3,23.7,54,28.88,3,1,0.81
2024-11-01,1,25.4,45,17.34,6,0,1.57
2024-11-02,2,25.8,84,31.35,2,2,0.56
2024-11-03,0,39.6,31,12.82,4,0,1.4
2024-11-04,2,15.1,83,31.78,7,1,1.11
2024-11-05,2,52.0,47,19.76,6,2,0.04
2024-11-06,0,37.4,46,20.54,3,2,2.35
2024-11-07,2,31.6,59,10.66,5,1,0.02
2024-11-08,0,29.6,68,19.27,2,0,0.52
2024-11-09,1,32.0,42,15.76,4,0,0.01
2024-11-10,0,33.6,61,18.35,7,0,0.71
2024-11-11,0,34.5,79,21.18,7,1,0.1
2024-11-12,3,33.9,58,27.75,6,2,3.67
2024-11-13,0,30.6,75,23.25,6,1,0.81
2024-11-14,0,28.6,59,23.85,2,0,0.92
2024-11-15,1,28.9,47,15.43,5,1,0.65
2024-11-16,3,28.6,42,16.72,3,2,1.48
2024-11-17,4,37.9,72,32.79,8,1,2.3
2024-11-18,1,34.2,50,17.59,5,0,1.57
2024-11-19,1,9.4,59,31.94,5,2,2.07
2024-11-20,4,34.6,50,20.54,5,1,3.55
2024-11-21,0,31.4,77,22.01,8,1,2.99
2024-11-22,2,29.9,84,28.42,2,2,1.68
2024-11-23,3,27.3,46,29.63,8,2,0.36
2024-11-24,2,37.9,69,21.34,2,0,1.52
2024-11-25,4,36.6,48,19.67,8,2,1.06
2024-11-26,1,24.6,81,21.66,3,0,1.89
2024-11-27,1,32.8,44,24.03,5,1,2.68
2024-11-28,3,23.2,38,27.35,2,0,2.04
2024-11-29,1,20.3,81,22.03,8,1,2.81
2024-11-30,1,25.6,39,25.71,3,2,0.1
2024-12-01,3,36.0,73,31.83,8,1,0.05
2024-12-02,3,36.7,60,24.29,7,2,0.45
2024-12-03,4,33.6,82,23.87,3,1,3.46
2024-12-04,1,35.1,52,12.89,5,1,2.6
2024-12-05,1,33.6,81,6.22,4,1,1.72
2024-12-06,4,25.5,59,24.33,5,1,1.81
2024-12-07,0,33.0,62,21.43,4,0,1.95
2024-12-08,0,35.6,86,18.91,3,1,4.29
2024-12-09,0,35.3,81,23.46,7,0,2.68
2024-12-10,4,38.3,38,21.64,7,2,1.46
2024-12-11,1,35.0,83,28.77,2,2,1.64
2024-12-12,4,32.5,76,22.52,7,0,0.36
2024-12-13,4,37.5,30,17.52,6,2,1.61
2024-12-14,0,29.8,73,27.94,3,2,0.83
2024-12-15,2,23.8,64,20.7,2,1,0.25
2024-12-16,1,28.9,40,25.16,7,1,2.46
2024-12-17,0,24.8,63,19.14,3,1,1.07
2024-12-18,2,25.3,45,18.1,5,0,5.69
2024-12-19,2,29.0,38,22.51,7,0,0.5
2024-12-20,3,24.5,61,22.08,8,2,0.98
2024-12-21,1,27.8,44,24.88,4,1,0.89
2024-12-22,2,16.7,41,20.39,3,0,0.19
2024-12-23,0,31.5,62,10.98,2,0,0.83
2024-12-24,3,30.0,74,19.4,5,1,0.51
2024-12-25,1,24.3,43,26.76,6,0,0.26
2024-12-26,4,34.6,86,20.22,5,1,0.5
2024-12-27,0,36.6,86,20.52,7,2,0.4
2024-12-28,2,18.7,37,27.92,4,2,1.99
2024-12-29,2,24.7,37,17.73,5,2,0.05
2024-12-30,0,24.6,56,12.74,6,1,1.44
2024-12-31,2,23.4,41,21.04,8,0,2.14
2025-01-01,3,35.8,30,19.09,2,2,0.98
2025-01-02,1,28.6,72,16.2,3,2,4.02
2025-01-03,3,28.1,69,20.95,4,2,1.85
2025-01-04,2,16.0,71,24.95,6,0,2.07
2025-01-05,4,34.4,80,21.94,7,0,0.33
2025-01-06,1,21.3,40,23.84,7,1,2.25
2025-01-07,1,30.4,68,32.88,7,2,2.68
2025-01-08,0,31.9,72,19.94,4,0,0.67
2025-01-09,0,39.5,60,23.67,5,1,0.36
2025-01-10,4,20.8,46,18.94,4,2,0.73
2025-01-11,1,8.9,62,16.92,7,0,2.02
2025-01-12,4,31.3,61,18.49,8,0,0.81
2025-01-13,0,42.6,87,19.13,6,1,2.0
2025-01-14,0,38.7,58,24.16,3,2,0.18
2025-01-15,1,31.5,50,36.09,3,2,2.46
2025-01-16,3,26.6,50,17.7,4,0,0.44
2025-01-17,2,35.6,69,19.5,7,2,0.43
2025-01-18,0,23.2,52,21.62,2,1,1.34
2025-01-19,0,33.3,85,24.37,8,0,0.11
2025-01-20,3,33.5,35,23.58,4,0,0.04
2025-01-21,3,37.4,51,29.7,7,1,0.45
2025-01-22,4,49.3,79,7.44,5,0,1.16
2025-01-23,4,32.7,67,7.68,3,2,3.57
2025-01-24,2,26.4,66,19.02,3,2,2.81
2025-01-25,2,29.8,74,28.58,8,0,1.01
2025-01-26,1,17.6,80,12.61,3,1,0.06
2025-01-27,4,25.1,83,3.95,2,1,1.15
2025-01-28,0,27.1,37,25.43,7,2,1.83
2025-01-29,4,26.3,70,23.46,7,1,0.62
2025-01-30,0,31.1,78,15.46,8,0,0.18
2025-01-31,3,24.2,64,16.09,7,0,0.49
2025-02-01,4,37.8,80,16.18,8,2,2.21
2025-02-02,3,30.0,40,22.66,7,2,0.65
2025-02-03,2,29.9,53,18.24,2,2,2.51
2025-02-04,2,27.7,78,24.96,6,1,0.58
2025-02-05,1,31.1,50,4.87,4,0,0.27
2025-02-06,4,35.8,80,16.86,4,0,0.86
2025-02-07,3,23.9,31,15.24,7,0,0.9
2025-02-08,0,25.4,69,20.46,5,2,0.02
2025-02-09,2,27.9,48,18.77,3,0,0.19
2025-02-10,2,20.6,68,26.79,2,1,0.31
2025-02-11,0,24.3,57,10.84,5,1,0.18
2025-02-12,3,26.7,88,22.27,5,0,0.63
2025-02-13,3,36.1,46,25.35,7,2,5.01
2025-02-14,4,31.8,35,33.14,2,0,1.07
2025-02-15,4,31.4,48,19.11,4,1,1.48
2025-02-16,1,36.0,85,23.95,3,1,0.66
2025-02-17,2,29.0,67,11.18,4,1,0.59
2025-02-18,4,32.7,57,7.65,5,0,0.04
2025-02-19,3,29.3,31,27.07,3,1,1.04
2025-02-20,0,31.9,67,21.97,6,2,0.99
2025-02-21,3,25.9,84,29.07,5,0,0.26
2025-02-22,2,12.9,66,13.76,4,0,2.17
2025-02-23,3,29.1,80,25.12,4,1,1.02
2025-02-24,1,40.0,81,33.21,7,1,0.62
2025-02-25,2,36.5,33,24.52,4,2,0.24
2025-02-26,0,36.8,51,23.66,2,0,1.2
2025-02-27,1,38.7,55,22.05,5,1,2.1
2025-02-28,2,30.6,78,12.57,8,2,0.5
2025-03-01,0,31.4,72,30.13,8,1,0.37
2025-03-02,1,25.7,65,18.33,3,0,1.11
2025-03-03,1,27.8,87,25.03,4,1,0.25
2025-03-04,2,34.3,42,12.62,7,0,1.65
2025-03-05,4,38.4,81,14.92,7,1,1.39
2025-03-06,1,29.0,87,30.61,4,0,0.14
2025-03-07,1,26.8,61,19.92,2,2,0.06
2025-03-08,0,30.0,46,30.72,7,0,1.45
2025-03-09,3,34.2,70,21.53,8,2,0.52
2025-03-10,2,19.9,65,10.95,3,0,0.14
2025-03-11,2,13.9,84,27.35,5,2,2.14
2025-03-12,4,26.1,89,18.46,6,1,0.57
2025-03-13,4,21.5,75,26.19,2,0,0.92
2025-03-14,2,26.4,48,22.15,7,1,0.41
2025-03-15,4,29.0,87,12.74,5,2,1.48
2025-03-16,0,26.8,89,22.99,6,0,0.54
2025-03-17,2,40.2,64,35.18,4,0,5.16
2025-03-18,4,32.3,75,24.96,4,1,1.82
2025-03-19,2,32.1,69,21.65,3,0,0.22
2025-03-20,3,34.4,85,28.45,6,0,0.81
2025-03-21,1,22.0,88,23.26,4,1,0.73
2025-03-22,2,37.3,57,23.26,4,0,1.15
2025-03-23,1,29.5,30,15.45,8,1,2.77
2025-03-24,4,34.7,71,23.4,7,1,1.31
2025-03-25,1,22.5,47,28.21,3,1,0.1
2025-03-26,2,19.1,77,16.98,5,1,1.6
2025-03-27,3,35.7,69,30.55,4,1,0.01
2025-03-28,4,32.6,62,21.45,8,2,2.27
2025-03-29,2,23.7,41,16.67,2,2,1.65
2025-03-30,4,23.9,37,27.99,2,1,0.55
2025-03-31,0,37.9,53,20.28,5,2,0.52
2025-04-01,1,21.7,45,26.56,6,2,2.4
2025-04-02,0,41.5,79,20.25,3,0,2.29
2025-04-03,2,23.7,33,21.64,8,1,0.65
2025-04-04,3,34.5,67,24.96,7,2,0.53
2025-04-05,4,27.7,73,23.75,8,0,1.23
2025-04-06,1,34.2,56,10.03,2,0,0.01
2025-04-07,4,26.2,38,15.27,2,1,0.13
2025-04-08,2,28.9,76,27.58,5,1,0.2
2025-04-09,4,30.3,45,21.21,6,0,0.31
2025-04-10,1,23.0,85,18.86,6,1,1.08
2025-04-11,2,35.2,41,13.85,5,1,7.29
2025-04-12,4,26.4,60,15.52,8,0,1.59
2025-04-13,3,28.4,53,9.87,2,0,0.09
2025-04-14,2,23.0,84,21.39,8,1,1.12
2025-04-15,2,12.1,43,18.41,8,2,1.03
2025-04-16,3,28.7,74,16.2,3,1,0.23
2025-04-17,0,46.9,54,21.59,2,2,3.79
2025-04-18,1,35.5,63,24.18,6,0,0.87
2025-04-19,0,29.9,32,34.56,7,2,7.82
2025-04-20,4,28.2,87,12.93,8,0,0.82
2025-04-21,3,30.2,53,28.96,2,1,1.4
2025-04-22,0,33.8,83,27.84,8,1,0.17
2025-04-23,2,21.7,71,17.33,3,0,0.91
2025-04-24,4,37.8,38,23.22,4,0,0.41
2025-04-25,4,35.0,55,19.25,2,0,2.71
2025-04-26,0,35.0,49,23.11,5,1,2.3
2025-04-27,0,33.1,69,31.05,4,1,2.61
2025-04-28,3,30.1,39,25.63,8,2,1.93
2025-04-29,1,34.7,48,25.05,5,0,2.68
2025-04-30,0,34.1,32,19.42,5,2,0.34
2025-05-01,0,27.5,53,13.1,5,1,0.9
2025-05-02,2,26.0,34,20.75,2,2,1.77
2025-05-03,4,30.7,32,29.24,6,2,1.52
2025-05-04,1,40.8,87,12.84,8,1,1.89
2025-05-05,2,21.3,56,15.67,4,1,0.38
2025-05-06,3,19.7,45,22.76,3,0,0.16
2025-05-07,3,31.2,78,16.09,6,2,3.73
2025-05-08,0,30.4,44,17.24,8,1,1.23
2025-05-09,0,31.2,64,19.46,2,1,0.25
2025-05-10,3,31.7,41,13.81,5,2,2.37
2025-05-11,0,28.4,70,16.16,3,1,3.7
2025-05-12,1,40.4,82,26.22,8,0,0.28
2025-05-13,0,18.8,73,14.16,4,0,2.55
2025-05-14,4,24.2,55,12.41,8,2,4.06
2025-05-15,0,29.3,76,18.22,6,0,4.18
2025-05-16,2,18.5,63,26.39,7,1,3.68
2025-05-17,1,28.8,52,20.82,6,1,1.19
2025-05-18,2,41.6,60,19.21,8,1,0.66
2025-05-19,2,30.1,79,22.27,3,1,0.01
2025-05-20,4,31.6,49,11.53,8,2,0.09
2025-05-21,1,21.2,41,24.97,8,0,0.84
2025-05-22,1,25.7,52,24.3,2,0,0.76
2025-05-23,1,27.4,33,19.54,4,1,0.31
2025-05-24,1,27.8,52,28.04,3,2,0.75
2025-05-25,1,39.0,77,15.24,8,1,0.29
2025-05-26,4,33.9,84,28.77,5,1,2.83
2025-05-27,0,22.2,77,22.93,4,2,0.53
2025-05-28,2,31.7,30,19.98,6,2,1.37
2025-05-29,1,33.5,83,21.88,3,1,1.05
2025-05-30,0,38.0,54,21.36,6,0,0.08
2025-05-31,0,41.1,31,29.32,8,1,4.28
2025-06-01,2,22.9,59,15.54,6,0,1.12
2025-06-02,4,24.3,32,17.42,6,0,0.59
2025-06-03,3,21.2,87,28.22,2,2,0.26
2025-06-04,3,28.4,50,18.43,6,2,0.62
2025-06-05,0,33.3,54,27.4,5,1,0.03
2025-06-06,2,36.9,49,32.2,5,0,0.68
2025-06-07,3,29.5,78,19.59,4,0,1.14
2025-06-08,0,27.8,81,26.09,8,1,3.08
2025-06-09,4,31.1,51,15.08,7,1,1.74
2025-06-10,3,24.2,50,26.53,6,1,0.18
2025-06-11,0,44.6,62,23.2,6,2,0.24
2025-06-12,0,18.7,81,24.84,3,1,0.84
2025-06-13,1,31.3,67,18.13,2,1,0.33
2025-06-14,4,44.2,44,12.03,7,0,0.04
2025-06-15,1,30.0,87,25.02,4,1,2.45
2025-06-16,2,28.7,87,9.62,7,0,0.03
2025-06-17,1,27.5,75,20.1,6,0,2.66
2025-06-18,1,28.7,81,27.65,3,2,0.23
2025-06-19,3,39.6,44,23.15,8,1,5.51
2025-06-20,0,14.5,75,33.69,2,1,1.39
2025-06-21,4,40.7,54,28.15,8,0,1.99
2025-06-22,1,20.0,50,18.08,4,2,0.18
2025-06-23,4,28.1,53,22.16,7,2,2.97
2025-06-24,1,27.0,86,21.72,4,1,2.74
2025-06-25,2,34.1,87,12.51,6,0,1.59
2025-06-26,1,18.8,34,16.36,4,1,1.05
2025-06-27,3,33.2,35,18.64,8,1,1.92
2025-06-28,0,44.2,78,9.78,3,1,0.01
2025-06-29,2,20.5,72,22.28,4,1,1.35
2025-06-30,1,31.3,77,20.51,5,0,2.82
2025-07-01,4,25.4,73,11.96,3,2,0.66
2025-07-02,2,33.0,76,24.43,7,1,0.17
2025-07-03,2,30.1,52,26.3,2,1,0.82
2025-07-04,1,25.5,33,23.36,2,1,1.95
2025-07-05,2,33.4,56,20.06,6,1,0.17
2025-07-06,4,42.6,47,25.55,6,2,0.35
2025-07-07,2,28.7,50,26.08,5,2,0.24
2025-07-08,4,35.0,57,23.84,7,2,2.39
2025-07-09,1,20.9,64,17.05,8,2,0.1
2025-07-10,0,23.3,51,23.66,2,1,1.74
2025-07-11,2,33.3,69,29.17,2,0,0.68
2025-07-12,0,40.4,52,18.42,2,2,2.11
2025-07-13,4,32.5,32,34.59,8,2,5.0
2025-07-14,2,27.8,69,18.85,2,1,0.18
2025-07-15,3,30.0,79,22.19,4,1,0.57
2025-07-16,0,21.2,39,17.97,7,1,2.49
2025-07-17,2,34.2,54,23.34,3,1,0.46
2025-07-18,0,36.2,81,11.55,3,0,0.36
2025-07-19,2,26.8,78,18.72,5,0,2.62
2025-07-20,1,26.7,37,15.45,4,2,6.52
2025-07-21,0,31.9,84,22.81,2,0,1.22
2025-07-22,3,26.9,40,27.97,2,2,0.49
2025-07-23,3,29.5,34,25.88,6,2,0.76
2025-07-24,4,44.7,87,7.77,6,0,0.28
2025-07-25,2,28.3,74,34.25,5,2,2.15
2025-07-26,0,27.5,82,23.77,2,1,2.23
2025-07-27,4,25.5,84,17.34,5,2,3.12
2025-07-28,0,35.2,66,22.94,4,1,0.04
2025-07-29,2,28.7,85,23.06,3,0,1.24
2025-07-30,3,25.5,88,18.0,2,0,0.36
2025-07-31,1,39.2,74,23.19,7,2,0.63
2025-08-01,3,39.9,67,18.36,8,1,2.31
2025-08-02,4,25.8,58,19.57,4,2,0.32
2025-08-03,1,16.9,34,17.88,2,0,1.53
2025-08-04,4,37.1,38,13.4,8,2,1.59
2025-08-05,2,25.2,88,22.88,7,2,4.62
2025-08-06,1,35.5,77,25.51,6,1,2.24
2025-08-07,4,16.2,31,25.09,5,0,2.44
2025-08-08,2,36.2,30,26.92,6,2,1.14
2025-08-09,3,21.5,69,23.95,3,1,0.31
2025-08-10,2,35.1,89,18.8,6,2,0.83
2025-08-11,0,30.1,80,27.04,2,1,1.2
2025-08-12,2,23.3,59,13.85,7,1,1.7
2025-08-13,2,27.2,40,16.6,6,2,1.4
2025-08-14,0,34.8,57,16.21,2,0,0.75
2025-08-15,4,30.7,73,28.48,3,0,0.46
2025-08-16,4,34.1,41,27.66,8,1,0.28
2025-08-17,2,43.8,68,24.92,7,0,1.78
2025-08-18,0,19.1,55,28.43,6,1,1.56
2025-08-19,0,41.3,42,16.72,5,0,1.74
2025-08-20,3,30.7,88,24.09,5,2,0.7
2025-08-21,4,23.7,37,21.25,7,0,0.46
2025-08-22,1,20.7,83,27.08,5,1,2.14
2025-08-23,4,28.7,57,21.31,6,1,2.23
2025-08-24,4,36.5,87,19.69,6,0,0.91
2025-08-25,3,29.1,59,25.25,7,2,1.42
2025-08-26,1,40.6,38,27.26,6,1,0.7
2025-08-27,3,19.8,68,17.99,8,1,1.82
2025-08-28,1,29.9,60,21.63,2,1,2.71
2025-08-29,2,21.2,87,15.65,3,1,1.75
2025-08-30,1,32.5,50,7.01,8,1,1.08
2025-08-31,3,36.2,85,23.2,8,2,0.92
2025-09-01,4,27.1,76,25.65,5,0,1.54
2025-09-02,1,11.8,63,23.57,2,2,1.71
2025-09-03,1,31.4,84,10.3,7,2,1.23
2025-09-04,0,33.1,60,19.89,5,1,1.47
2025-09-05,4,32.8,81,8.69,2,2,0.15
2025-09-06,2,38.7,54,30.22,6,1,4.55
2025-09-07,3,22.5,41,15.48,7,2,2.35
2025-09-08,2,34.8,30,29.53,7,1,0.7
2025-09-09,4,38.3,84,27.68,5,1,1.24
2025-09-10,1,17.5,51,16.6,6,2,0.07
2025-09-11,1,32.2,69,15.2,5,2,0.06
2025-09-12,4,26.5,66,24.1,4,0,0.43
2025-09-13,1,29.4,76,16.93,2,0,1.76
2025-09-14,1,32.4,30,22.61,4,0,2.87
2025-09-15,1,26.6,30,19.1,2,2,1.23
2025-09-16,3,25.3,86,11.31,3,2,1.14
2025-09-17,3,30.2,71,8.62,8,1,0.77
2025-09-18,0,22.4,83,23.36,7,0,0.26
2025-09-19,2,22.4,71,18.63,5,1,0.19
2025-09-20,4,34.8,50,18.68,3,1,2.14
2025-09-21,4,22.0,44,26.18,3,1,3.94
2025-09-22,4,34.7,46,29.04,7,1,0.92
2025-09-23,0,33.2,51,20.36,7,0,1.62
2025-09-24,3,17.9,67,19.96,2,1,3.69
2025-09-25,0,25.3,64,25.0,4,2,0.14
2025-09-26,4,38.4,74,13.86,6,2,2.21
2025-09-27,2,23.1,45,23.34,2,2,1.44
2025-09-28,1,26.7,37,25.31,6,0,1.37
2025-09-29,3,33.2,76,26.08,3,1,0.52
2025-09-30,3,35.5,46,10.38,6,0,1.73
2025-10-01,0,28.2,46,17.43,4,1,2.38
2025-10-02,3,25.8,83,16.73,2,0,0.18
2025-10-03,4,40.0,55,22.6,7,0,1.14
2025-10-04,4,42.2,42,24.88,4,1,0.16
2025-10-05,0,36.9,46,30.98,8,0,3.09
2025-10-06,4,30.6,67,19.03,4,1,1.06
2025-10-07,2,24.3,46,19.01,8,2,2.48
2025-10-08,0,24.2,77,28.9,2,2,0.69
2025-10-09,2,33.7,43,23.78,7,2,0.2
2025-10-10,1,32.9,74,29.61,4,0,0.06
2025-10-11,2,39.8,35,23.73,8,2,0.5
2025-10-12,1,34.6,64,15.06,7,1,0.42
2025-10-13,1,19.5,75,14.0,5,2,1.23
2025-10-14,2,37.4,43,12.69,5,2,0.03
2025-10-15,0,23.0,76,25.97,5,0,1.1
2025-10-16,4,27.3,37,29.13,6,1,0.75
2025-10-17,4,31.8,44,33.1,4,0,1.29
2025-10-18,1,44.0,83,27.06,2,0,1.82
2025-10-19,1,51.8,56,28.98,2,1,1.51
2025-10-20,0,34.2,42,18.52,6,0,6.26
2025-10-21,3,28.7,78,15.06,2,1,0.22
2025-10-22,2,33.7,60,27.1,8,2,0.84
2025-10-23,1,36.2,82,24.51,5,1,0.83
2025-10-24,4,27.8,85,22.64,4,1,0.81
2025-10-25,0,42.6,64,24.32,2,1,1.64
2025-10-26,2,31.6,89,23.94,2,0,1.01
2025-10-27,0,33.5,35,29.7,3,1,1.09
2025-10-28,2,34.7,34,29.77,3,1,0.85
2025-10-29,2,33.0,51,25.27,3,1,7.19
2025-10-30,1,35.9,87,27.07,4,2,3.94
2025-10-31,0,25.7,78,25.08,5,1,0.55
2025-11-01,0,26.1,52,19.23,7,0,0.18
2025-11-02,4,22.3,54,26.54,5,1,2.75
2025-11-03,4,33.1,63,13.63,5,1,8.8
2025-11-04,1,35.5,55,28.32,4,2,0.52
2025-11-05,1,33.2,76,14.83,8,1,0.66
2025-11-06,3,41.7,34,23.71,8,0,4.26
2025-11-07,4,30.0,55,16.93,4,1,1.86
2025-11-08,2,34.7,49,25.32,3,0,0.53
2025-11-09,0,22.4,35,21.8,2,2,1.3
2025-11-10,1,27.3,35,12.43,6,1,4.33
2025-11-11,0,34.9,88,24.52,6,2,2.51
2025-11-12,0,35.9,79,18.53,7,1,2.03
2025-11-13,3,27.9,47,27.29,2,0,2.0
2025-11-14,4,29.5,33,22.01,7,2,0.29
2025-11-15,1,19.4,46,24.37,3,1,2.61
2025-11-16,0,27.5,86,16.25,7,0,0.48
2025-11-17,1,36.2,43,18.46,2,2,4.0
2025-11-18,2,34.0,43,19.25,2,1,0.68
2025-11-19,3,33.5,42,27.14,6,2,2.92
2025-11-20,2,30.3,36,32.06,8,1,0.46
2025-11-21,1,30.0,73,17.17,3,0,1.08
2025-11-22,1,25.4,84,28.46,4,0,0.17
2025-11-23,4,34.9,44,8.98,7,2,1.62
2025-11-24,0,32.9,48,14.83,6,2,2.71
2025-11-25,0,33.4,72,16.25,7,1,1.9
2025-11-26,2,26.3,76,13.88,7,0,1.11
2025-11-27,3,14.9,73,12.5,4,1,0.07
2025-11-28,0,37.7,64,24.48,3,0,4.06
2025-11-29,4,26.6,46,20.72,2,2,1.83
2025-11-30,2,24.0,64,24.28,5,1,2.05
2025-12-01,2,34.9,48,26.14,7,1,2.37
2025-12-02,4,27.3,49,23.59,5,0,2.07
2025-12-03,3,37.4,65,25.95,3,0,0.87
2025-12-04,4,34.3,64,21.58,5,0,1.98
2025-12-05,3,34.8,61,14.88,7,2,1.47
2025-12-06,4,20.4,87,28.35,4,1,2.89
2025-12-07,4,38.5,77,18.47,5,0,2.43
2025-12-08,1,31.8,73,16.39,3,2,0.06
2025-12-09,2,27.4,69,20.93,3,0,0.71
2025-12-10,4,31.0,53,16.52,8,1,0.05
2025-12-11,4,17.6,46,19.5,8,0,0.16
2025-12-12,0,32.9,36,24.06,4,1,1.38
2025-12-13,2,22.8,72,24.09,5,2,3.11
2025-12-14,0,20.5,79,16.61,5,2,0.19
2025-12-15,2,19.3,30,19.07,8,0,0.9
2025-12-16,0,37.8,64,28.45,2,1,3.63
2025-12-17,4,25.6,61,24.98,6,1,2.53
2025-12-18,4,40.7,65,34.45,3,1,1.1
2025-12-19,1,26.2,42,29.08,2,0,2.21
2025-12-20,0,18.0,35,28.87,3,1,1.11
2025-12-21,3,22.2,87,13.67,2,1,0.26
2025-12-22,1,38.7,43,26.58,8,1,0.2
2025-12-23,0,28.9,66,21.68,8,1,0.31
2025-12-24,0,26.2,77,18.69,6,0,0.65
2025-12-25,1,31.1,44,23.01,2,0,4.0
2025-12-26,4,33.5,76,27.67,3,1,2.41
2025-12-27,0,37.8,33,25.0,5,1,0.85
2025-12-28,4,40.1,69,16.73,3,2,1.02
2025-12-29,1,27.5,88,26.45,7,2,0.46
2025-12-30,4,20.7,45,18.17,8,1,1.83
2025-12-31,2,27.1,57,23.3,4,1,2.44
2026-01-01,3,31.8,45,20.18,4,2,0.41
2026-01-02,0,23.3,33,20.69,8,2,0.06
2026-01-03,3,23.3,74,26.6,7,1,1.47
2026-01-04,4,32.4,55,15.76,4,0,1.24
2026-01-05,0,29.7,57,33.67,8,0,0.77
2026-01-06,4,30.2,61,11.07,4,1,1.55
2026-01-07,2,24.7,74,18.41,8,1,1.2
2026-01-08,1,28.4,31,24.22,6,2,0.43
2026-01-09,0,23.5,60,25.51,5,2,0.76
2026-01-10,2,36.2,32,21.4,5,0,0.84
2026-01-11,2,37.2,83,21.66,3,1,3.18
2026-01-12,0,17.1,37,24.46,7,2,4.86
2026-01-13,4,23.5,53,20.61,8,0,3.35
2026-01-14,2,19.5,44,30.36,2,0,1.91
2026-01-15,3,25.4,72,27.04,3,0,1.32
2026-01-16,2,29.4,60,27.24,3,2,1.75
2026-01-17,4,19.9,38,16.2,8,2,4.2
2026-01-18,4,23.5,68,21.52,8,1,0.43
2026-01-19,3,23.0,74,20.2,3,1,1.15
2026-01-20,2,31.5,31,15.97,3,0,1.75
2026-01-21,4,30.5,37,24.16,5,0,1.71
2026-01-22,0,24.9,36,18.77,2,2,0.44
2026-01-23,1,31.2,85,25.93,3,2,1.33
2026-01-24,1,26.2,73,15.58,5,1,2.38
2026-01-25,1,28.1,80,32.31,3,1,0.97
2026-01-26,2,41.7,68,16.62,4,1,2.36
2026-01-27,3,39.4,71,23.32,3,2,0.67
2026-01-28,4,20.9,86,26.75,8,0,4.19
2026-01-29,0,35.8,45,18.58,7,1,1.15
2026-01-30,0,35.7,64,27.11,7,1,1.36
2026-01-31,2,22.0,59,14.62,3,2,0.05
2026-02-01,1,35.7,39,30.71,6,1,0.28
2026-02-02,2,40.8,67,22.08,4,0,1.5
2026-02-03,3,22.1,47,18.42,2,2,0.82
2026-02-04,3,23.6,79,20.2,3,1,1.06
2026-02-05,4,37.1,34,26.85,2,1,0.1
2026-02-06,4,31.9,82,18.49,4,2,2.69
2026-02-07,3,33.9,58,17.5,3,2,2.3
2026-02-08,3,32.4,68,20.67,6,1,0.31
